91f9a88888d744da8d433018cf912460,Investment Co Institute,5061383.00
dec3c55476964ff489162ea98697aecb,Liberty Mutual Insurance,5058574.60
5393e8ca82a04d13b2fa699b4ec59291,Intel Corp,5045475.03
7a0ee5668c4846c6b77893ccf3e3692f,American Insurance Assn,5031669.70
be61489cc7524b80b7672c9db1eb1aad,Coca-Cola Co,5025284.62
80498fe7281b4902b13455d1d4be433b,Forest City Enterprises,5002332.45
a3e90e3f53624b6cac7154bd1308b4a4,Democratic Party of Kentucky,4996523.58
a58104732d3744568f5d0892bd8db75e,Allstate Insurance,4996123.22
1c9e66734fc04c7297b73db92cde39c8,National Assn of Convenience Stores,4991023.00
a27b3521611b45cc897c8675968d1fc7,E&J Gallo Winery,4963719.54
ffb0dcb439714a678577460fe3398859,WASHINGTON STATE REPUBLICAN PARTY,4935225.11
cba8494c93414178954ead94f4ca12d4,UST Inc,4925317.39
485fc449bcc144e3ad173aa3f1f1bbab,Kirkland & Ellis,4923605.63
28f4d347bbae4d738aa3199346cf6850,Sullivan & Cromwell,4897937.11
81f5574368ac4e899cf1616fd997fb1f,Simmons Cooper LLC,4888592.98
567930c691434b488db60b2b6253d18f,FirstEnergy Corp,4888428.46
470ced38c20c419da44665e87e2c2109,HCA Inc,4865568.67
04839f391a304ac79b569514b9aaa64c,Republican Party of Kentucky,4855363.05
77bd320e79c347f98161fac675410cb5,Poizner Family Trust,4838965.00
6a3bbf070609453f8cce1913d025d27a,Farm Credit Council,4804825.00
64afce5820b44114a117b6a34c15b0f3,Bank One Corp,4804491.19
2c72013c28ff4433878009ce2d5c9621,American Federation of Govt Employees,4793675.00
74f871b3928c49d39d004c08aec1e2a2,Occidental Petroleum,4789928.00
5ef7cbb9b1344042884f5c699eaabaa0,News Corp,4785914.17
dc6ea8addf95436891e0ded3a516ad75,Viejas Band of Kumeyaay Indians,4784313.99
6144b03087f74bb7a6edeac766ad2044,PG&E Corp,4781048.85
db434c50b42d49588c874518e8e1e04b,State Farm Insurance,4752218.00
721c64757c11435393edc49bb33d4c96,McDonald's Corp,4750318.43
77e30edcce41443194794f9438d6927e,DLA Piper,4741578.11
028dcaa55d724b8ab9b57313c00a6322,Northwestern Mutual,4707598.45
20620593704549e09fd85686345414d0,Fannie Mae,4700621.00
28d4e8f3d8e94501b1a91877e591a8c1,Deere & Co,4682751.24
6b652786f23e415d91a71011528f1888,FIDELITY INVESTMENTS,4667504.09
95ec1450160540e0ae2087c24cfdda11,San Manuel Band of Mission Indians,4605963.99
c341485a7b4f46d9bf91b4ab940aca1d,National Electrical Contractors Assn,4590590.64
d69f8bd8c4654cd0925e773ab8fc25b3,International Paper,4561794.59
4d0576f13b9941bb8c810e0c8a63fecb,Sallie Mae,4551066.00
7d0bc013a48f48298aa0355e8c844605,Sierra Club,4542981.39
8c007e162ca1450cbe7f976732a9a770,FMR Corp,4542959.00
0a99a4e570d64453abb1771706c65294,TEXANS FOR INSURANCE REFORM,4534075.79
fe434d39bf474aa3abef117a4ac63b91,TEXAS MEDICAL ASSOC,4521155.17
